CERTIFIED.eid  CERTIFIED.aid  
0	9134	
1	8828	
2	250	
3	1400	
3	5005	
3	10201	
5	1611	
5	4526	
6	3312	
6	11058	
9	2358	
10	274	
12	5645	
13	3036	
13	10659	
13	11562	
14	6368	
16	3075	
16	9200	
18	3201	
19	4428	
19	8896	
20	11259	
21	1321	
21	2259	
26	10975	
27	1093	
29	4161	
30	2093	
30	7588	
31	2952	
36	5326	
37	2206	
38	2620	
38	8827	
43	9737	
44	252	
44	6159	
45	541	
45	931	
45	1124	
45	4711	
45	5703	
46	10001	
47	145	
47	243	
47	4980	
47	5702	
47	6183	
47	9187	
48	10759	
48	11525	
49	2631	
50	6391	
53	6526	
55	6558	
55	8867	
56	166	
56	5847	
56	10669	
60	2498	
61	9154	
64	654	
64	11216	
66	9425	
67	4756	
68	5600	
69	7781	
70	5393	
70	11709	
71	924	
71	4572	
71	5147	
71	5244	
71	10585	
72	3236	
74	3672	
74	11896	
75	10381	
77	6750	
79	1002	
79	5313	
82	11182	
83	9851	
84	3996	
85	6218	
87	5696	
88	201	
89	9519	
90	1217	
91	4841	
94	8247	
96	6683	
97	11773	
98	795	
99	3855	
99	9804	
100	8942	
102	6354	
103	2062	
103	10360	
106	6971	
106	11256	
108	8483	
110	5491	
111	146	
111	8141	
112	654	
113	3468	
118	11552	
119	6468	
120	2171	
120	4757	
124	3873	
124	11074	
125	5253	
125	7129	
130	3016	
131	8408	
132	9040	
132	11126	
134	5291	
134	6777	
135	5789	
136	10568	
138	4313	
140	98	
140	10279	
141	2578	
141	3361	
141	6761	
145	6912	
147	4339	
147	10922	
148	2863	
148	3305	
149	905	
150	10344	
151	1612	
151	11477	
153	11153	
154	6764	
154	9324	
157	4859	
157	9516	
158	3262	
159	2186	
162	1245	
164	6481	
166	6466	
167	328	
167	5433	
167	9780	
169	807	
169	1559	
169	6581	
170	3311	
170	8716	
172	4825	
172	6134	
172	6731	
173	8127	
175	7609	
176	165	
179	2152	
179	9407	
181	1067	
183	11366	
184	11668	
185	635	
185	656	
185	7969	
186	5152	
186	5845	
186	11798	
187	5836	
187	6823	
189	381	
191	9966	
193	2467	
196	7603	
197	6760	
198	6623	
199	10823	
201	9474	
203	6824	
203	7335	
204	8500	
204	8588	
205	2797	
205	5681	
206	10387	
206	11951	
208	4380	
208	4583	
209	5294	
210	9549	
212	6684	
213	2163	
213	5055	
213	11562	
214	8976	
216	7064	
218	2904	
218	3706	
218	4352	
218	9863	
219	9155	
220	8128	
221	5914	
221	7079	
222	2646	
224	5242	
225	6617	
226	1826	
228	11578	
230	1622	
232	1939	
233	10034	
234	5098	
234	5340	
234	11859	
236	4709	
237	5091	
238	3736	
239	4972	
244	1167	
244	2316	
247	8495	
248	5814	
253	10849	
254	4356	
256	5160	
257	6116	
257	8087	
259	2031	
259	5837	
259	10300	
261	1793	
262	7585	
266	2443	
266	6571	
267	5192	
268	6765	
268	10433	
272	10788	
273	10453	
274	9048	
274	9931	
276	7847	
277	9834	
278	10838	
279	6175	
280	7125	
283	9314	
283	11209	
285	2858	
285	2919	
286	10636	
287	11687	
288	29	
289	1045	
289	7375	
289	8559	
290	5446	
291	8131	
292	10127	
293	1906	
293	5644	
294	527	
294	1790	
294	4950	
295	9260	
297	4148	
299	8100	
300	6139	
302	5910	
303	1284	
303	2213	
304	7575	
304	7681	
304	11016	
306	339	
306	2515	
306	8759	
310	3852	
310	10219	
310	11508	
311	7615	
313	10476	
314	624	
317	3988	
317	6918	
321	7613	
322	7072	
328	5832	
329	3578	
332	5035	
333	1055	
334	6809	
334	10852	
336	10	
336	6912	
336	8262	
336	11753	
337	3610	
339	1491	
340	8458	
340	11977	
341	2290	
343	6961	
344	1529	
344	6208	
348	5905	
349	627	
349	7992	
350	3776	
351	9729	
354	272	
354	10378	
355	2354	
355	5977	
355	9907	
356	5236	
359	7912	
361	2661	
365	4141	
366	7239	
366	11460	
367	6017	
368	11166	
369	1385	
373	3675	
374	9568	
380	9172	
381	4378	
381	7740	
381	10102	
383	3564	
384	2970	
385	4966	
385	9144	
386	1347	
386	2638	
388	381	
388	7981	
388	9127	
388	11993	
391	460	
392	8353	
392	9417	
394	11743	
396	6565	
397	6010	
399	5261	
399	7505	
400	3844	
400	10555	
401	6167	
402	1353	
402	2437	
402	3009	
402	7128	
402	11095	
403	11453	
405	7115	
406	1053	
408	10009	
410	4015	
411	7314	
412	817	
414	5322	
414	11707	
416	6379	
416	6414	
416	11317	
418	3924	
419	98	
421	3047	
425	3320	
426	760	
426	4042	
427	999	
428	5379	
428	5652	
429	7692	
430	5558	
430	9438	
433	4106	
433	5881	
434	5469	
437	3155	
439	2332	
442	3316	
442	4472	
442	9579	
444	446	
444	1029	
444	8959	
446	7679	
448	10295	
457	70	
457	119	
457	1260	
458	2661	
461	10740	
462	3686	
463	8245	
466	4500	
468	6526	
469	3949	
469	7960	
471	11	
474	4243	
475	5375	
476	1522	
476	9121	
476	9464	
477	5346	
477	8335	
477	10985	
478	5745	
480	8974	
481	8102	
485	3310	
486	9927	
487	1093	
489	2444	
489	6158	
492	6186	
495	7084	
495	11988	
497	59	
497	6550	
498	10482	
499	5189	
499	8559	
500	7955	
500	8581	
501	11077	
502	573	
502	8128	
504	357	
504	1804	
505	8798	
508	8405	
509	7604	
510	469	
510	2543	
510	2989	
512	2192	
512	9131	
513	3558	
515	10015	
518	11121	
519	8354	
520	10479	
524	5474	
524	6822	
525	3194	
529	674	
529	10017	
533	9877	
535	553	
535	5987	
535	8505	
536	3463	
536	4229	
536	4781	
536	7240	
536	9832	
541	9343	
542	7934	
543	590	
543	716	
543	4729	
543	8066	
545	7959	
549	5499	
549	6673	
549	10751	
552	5138	
553	9967	
554	4244	
554	11957	
556	3689	
558	2721	
558	6644	
558	8812	
558	10455	
559	3357	
560	9030	
561	8366	
561	11159	
563	2146	
563	2410	
566	7541	
566	8332	
568	1760	
570	10831	
571	6007	
572	9328	
574	4088	
574	7939	
574	8298	
577	138	
577	5430	
578	8533	
578	10859	
579	3284	
581	9180	
582	7301	
584	9589	
585	8415	
586	6725	
588	1800	
588	3627	
589	1092	
590	54	
590	3901	
590	4283	
590	9251	
591	7532	
593	3673	
595	3430	
595	9700	
597	6044	
597	7237	
597	9171	
599	2014	
599	10208	
599	11838	
601	2458	
601	9442	
604	5063	
604	5328	
604	9426	
605	9422	
605	9654	
606	3573	
607	11919	
608	10482	
609	3504	
609	6631	
610	3542	
610	4262	
610	5927	
611	3105	
612	8160	
613	644	
613	10660	
613	11599	
614	181	
614	4568	
615	1153	
617	11093	
618	946	
618	9954	
620	1504	
621	1774	
621	5353	
622	4082	
622	5910	
622	9319	
623	4850	
629	8981	
630	5401	
631	4007	
632	8923	
634	606	
637	2642	
638	9498	
638	10517	
639	4636	
640	10018	
643	5491	
647	6383	
648	7899	
648	10414	
649	5634	
649	10445	
649	11757	
653	5400	
654	4547	
654	8854	
655	11927	
657	7802	
657	10849	
658	5429	
658	10825	
659	1882	
659	7452	
660	3732	
660	4996	
661	9111	
663	5785	
664	147	
664	5821	
666	8622	
669	6046	
670	1353	
670	4878	
674	662	
675	3908	
676	11510	
676	11896	
677	1861	
677	4084	
677	8035	
677	8979	
685	5107	
688	8330	
689	7428	
689	7630	
691	7640	
692	10317	
695	8455	
698	1348	
700	1835	
700	2474	
700	4909	
701	7159	
702	1429	
702	4251	
702	10138	
704	2079	
704	8450	
706	11501	
710	11431	
710	11973	
711	830	
711	4748	
711	7096	
712	4305	
713	1276	
713	11136	
714	11946	
716	4156	
717	562	
717	11576	
719	7558	
720	1986	
722	7650	
723	678	
724	146	
724	3134	
724	5104	
725	666	
725	5512	
725	11048	
726	10670	
730	10527	
732	4740	
732	8365	
734	85	
734	6278	
735	5439	
737	6349	
739	11319	
741	9812	
741	11142	
742	2537	
742	11735	
743	2632	
745	7257	
748	3067	
748	7399	
750	1517	
750	4456	
750	5667	
756	2720	
756	3316	
756	4433	
756	8328	
759	10806	
760	8820	
761	5857	
762	1983	
762	4810	
763	1442	
765	2703	
766	3270	
768	562	
768	7264	
768	10782	
769	3426	
771	2750	
771	7484	
772	8192	
773	3192	
773	5028	
775	804	
775	10559	
776	8659	
778	1765	
779	1153	
780	857	
780	4120	
780	4887	
781	9427	
781	10746	
783	8777	
785	6207	
785	9582	
786	2998	
789	1509	
790	4002	
791	4486	
791	9322	
793	1663	
794	6018	
796	4956	
799	2133	
799	5341	
799	7815	
800	3792	
805	4463	
806	8178	
812	247	
812	11309	
814	7660	
814	7913	
815	1969	
815	7314	
815	8277	
816	3281	
816	3773	
820	5955	
823	11070	
824	10927	
825	11343	
828	7589	
828	8266	
829	2752	
831	6725	
834	1574	
834	9083	
835	5942	
835	7856	
836	6202	
836	11477	
837	3176	
838	3984	
838	6717	
841	1580	
841	2417	
841	3565	
842	952	
844	2156	
844	10424	
845	9649	
845	11413	
846	4919	
850	648	
850	3248	
851	8806	
851	8900	
851	9941	
857	6059	
858	5411	
861	9856	
862	2618	
864	1195	
864	4241	
865	6159	
867	4027	
867	8612	
867	11711	
868	792	
868	902	
872	9469	
876	4503	
878	6035	
881	5532	
881	6731	
882	7914	
884	423	
884	5519	
884	9472	
886	8379	
887	3586	
889	248	
889	1172	
894	7449	
895	9699	
900	1841	
900	4384	
902	3009	
902	6245	
902	7080	
903	2047	
903	6511	
903	7123	
904	10316	
905	10618	
907	2149	
907	7731	
908	4796	
909	10757	
910	729	
910	5989	
911	2624	
911	5553	
913	7494	
914	794	
915	8240	
915	8997	
917	5036	
917	10856	
918	3160	
920	8273	
922	11494	
924	7158	
924	10316	
930	89	
933	10061	
935	1640	
935	3879	
935	10710	
937	851	
937	7624	
940	1427	
940	9393	
940	10148	
942	3027	
943	2426	
943	4682	
943	8428	
943	8892	
944	973	
945	8622	
946	9885	
948	3684	
949	4495	
949	5672	
950	1276	
951	6230	
953	2477	
953	4528	
953	8709	
953	11477	
954	6173	
955	7705	
956	466	
959	10261	
961	91	
961	7802	
962	484	
962	7620	
963	1456	
965	7222	
969	998	
969	3071	
969	6391	
969	8614	
969	9058	
969	9205	
971	3189	
972	2411	
973	4678	
973	8656	
974	5533	
974	6099	
974	8247	
974	9336	
976	1062	
977	4894	
978	1753	
978	2812	
978	4112	
978	5494	
981	9429	
981	9574	
981	10357	
983	7565	
984	11721	
991	5202	
991	5374	
991	6711	
993	10296	
994	6814	
994	11475	
995	320	
995	4701	
996	10253	
997	9959	
1001	1910	
1001	4265	
1002	4143	
1002	11517	
1004	2633	
1004	9969	
1006	5332	
1009	3696	
1009	10196	
1013	5095	
1013	5635	
1017	9406	
1018	25	
1018	11319	
1020	492	
1021	3901	
1022	10765	
1024	1031	
1024	3903	
1025	8271	
1026	922	
1027	4969	
1028	2711	
1028	3220	
1029	10284	
1029	11597	
1032	10595	
1032	11799	
1033	5582	
1035	2351	
1035	3480	
1035	4442	
1035	5456	
1035	9701	
1037	8606	
1038	3085	
1040	2468	
1040	7974	
1040	11167	
1044	8649	
1046	7110	
1047	6003	
1048	8954	
1049	1168	
1053	4976	
1055	3405	
1055	3572	
1056	2429	
1058	10286	
1059	7472	
1060	9752	
1061	6629	
1062	4587	
1062	4670	
1062	6614	
1064	4788	
1065	8781	
1067	1975	
1068	5073	
1069	6523	
1072	8653	
1075	2117	
1077	696	
1078	4830	
1079	2697	
1080	5657	
1080	6434	
1081	1247	
1081	4408	
1081	6724	
1082	7023	
1083	10550	
1084	11844	
1086	7491	
1088	136	
1088	171	
1088	414	
1088	7199	
1089	10926	
1089	11279	
1091	537	
1091	4206	
1091	4938	
1092	2352	
1092	8427	
1093	5253	
1094	11097	
1095	909	
1096	9754	
1097	9405	
1099	5897	
1099	9884	
1101	10997	
1102	10156	
1105	2157	
1105	3357	
1105	4336	
1106	7992	
1107	10613	
1110	2009	
1112	4414	
1112	8974	
1117	7969	
1117	8226	
1118	5788	
1120	1258	
1120	5183	
1124	3156	
1126	11024	
1129	4952	
1130	6029	
1131	4635	
1132	2182	
1133	7623	
1135	11708	
1138	11404	
1140	1715	
1144	4066	
1145	5648	
1146	6973	
1147	1974	
1148	2414	
1148	11073	
1151	4004	
1152	2058	
1152	8305	
1152	10312	
1152	11246	
1153	10432	
1154	7603	
1155	3650	
1156	2671	
1156	9164	
1158	9731	
1159	2368	
1159	3977	
1161	8267	
1162	8735	
1163	4423	
1163	8553	
1164	7103	
1164	11741	
1166	1341	
1166	7480	
1166	9020	
1167	6170	
1167	6641	
1168	3960	
1169	630	
1173	1620	
1173	5562	
1174	6200	
1175	7355	
1176	11533	
1178	956	
1178	5602	
1179	655	
1181	8524	
1184	626	
1184	10879	
1185	764	
1185	896	
1185	4653	
1187	38	
1187	10367	
1189	9765	
1190	4273	
1191	431	
1191	461	
1192	3404	
1192	4790	
1192	6782	
1194	7809	
1197	9556	
1198	11642	
1200	2699	
1200	5106	
1201	4855	
1202	24	
1202	6273	
1203	746	
1204	3632	
1206	10547	
1208	2575	
1209	8120	
1209	9736	
1210	1818	
1211	1926	
1213	4164	
1214	6618	
1215	4987	
1216	4485	
1216	8379	
1216	10283	
1216	10507	
1220	1395	
1221	881	
1221	5663	
1222	10387	
1223	7026	
1223	7035	
1224	3767	
1224	5043	
1224	10512	
1225	329	
1225	9732	
1228	4385	
1231	1514	
1231	7146	
1232	5367	
1233	994	
1233	2712	
1237	10297	
1238	960	
1238	7128	
1239	10814	
1241	3752	
1242	2404	
1242	8457	
1246	1106	
1246	5938	
1246	9804	
1246	10377	
1247	6500	
1249	7415	
1250	3450	
1251	3270	
1251	10044	
1252	5529	
1253	9525	
1254	5415	
1255	4275	
1255	7458	
1256	4335	
1256	7453	
1257	10864	
1259	1529	
1260	5731	
1261	8324	
1262	260	
1262	4745	
1262	7189	
1262	10900	
1263	10259	
1264	8349	
1264	9841	
1264	10154	
1264	10685	
1267	1025	
1267	1064	
1267	7387	
1267	8155	
1268	5147	
1268	10554	
1269	655	
1270	2694	
1270	4602	
1272	10471	
1274	7515	
1276	288	
1276	5951	
1276	10931	
1277	4970	
1277	10356	
1283	5096	
1284	4991	
1286	6256	
1287	1593	
1288	2119	
1289	86	
1289	4748	
1289	10677	
1291	324	
1291	5845	
1292	2374	
1292	7859	
1293	3936	
1296	5586	
1298	6497	
1299	4799	
1300	4267	
1301	6919	
1302	5653	
1306	500	
1306	3934	
1306	6614	
1306	7748	
1308	2559	
1308	2951	
1309	4430	
1309	6642	
1311	5171	
1311	6378	
1314	7360	
1320	3285	
1322	9735	
1322	11997	
1323	10150	
1324	3340	
1324	3597	
1324	8467	
1324	8785	
1324	10711	
1326	1402	
1326	6371	
1327	4528	
1331	9951	
1332	6453	
1333	6061	
1334	944	
1336	3558	
1336	5367	
1336	9304	
1337	6389	
1338	7212	
1338	10833	
1339	7446	
1339	10792	
1340	969	
1340	11462	
1341	4766	
1341	8603	
1343	3596	
1343	11021	
1346	5091	
1347	9452	
1347	11782	
1348	10847	
1349	3072	
1349	4681	
1349	7809	
1351	3890	
1351	5726	
1353	5672	
1354	8695	
1356	619	
1356	10607	
1357	7055	
1358	1817	
1359	925	
1360	2024	
1361	3160	
1363	1436	
1365	1907	
1366	5731	
1369	10841	
1370	2648	
1372	5972	
1373	4249	
1373	8440	
1374	5170	
1374	10160	
1376	6054	
1377	983	
1378	805	
1378	2279	
1379	748	
1379	10058	
1380	1618	
1381	9885	
1382	4162	
1384	3345	
1386	5190	
1386	7002	
1386	7591	
1388	3714	
1390	3848	
1390	11637	
1391	4189	
1391	10305	
1393	3353	
1393	11347	
1396	830	
1396	7210	
1398	7711	
1398	10745	
1399	5257	
1399	11150	
1400	8781	
1401	4586	
1402	1753	
1403	6837	
1404	2224	
1404	6437	
1405	7395	
1409	5519	
1412	1842	
1412	4263	
1412	6203	
1413	570	
1418	11029	
1419	571	
1419	6686	
1421	7393	
1424	2609	
1427	7895	
1429	965	
1430	150	
1430	6952	
1433	326	
1433	8408	
1436	1248	
1437	8556	
1439	2135	
1441	5881	
1441	6621	
1441	8687	
1442	4269	
1445	659	
1448	283	
1450	3236	
1452	4282	
1452	7827	
1457	2291	
1457	2648	
1459	10984	
1460	2125	
1461	2271	
1461	2991	
1462	1669	
1463	8537	
1464	9017	
1464	11546	
1466	9767	
1467	1773	
1468	4032	
1468	5277	
1469	380	
1470	5809	
1473	1858	
1473	11790	
1475	6114	
1476	2933	
1479	1513	
1480	2829	
1480	4356	
1483	3138	
1484	2225	
1484	10269	
1488	7217	
1488	9846	
1489	5377	
1491	6072	
1492	8927	
1493	8651	
1494	4872	
1496	7818	
1498	8458	
1500	8881	
1501	353	
1502	9444	
1502	11885	
1503	8065	
1505	8455	
1506	2905	
1507	7723	
1507	9626	
1507	11764	
1508	856	
1508	2681	
1508	2847	
1508	3657	
1508	5126	
1510	8079	
1512	2947	
1513	5025	
1513	7895	
1513	9543	
1513	10978	
1514	6461	
1515	9739	
1517	1845	
1518	5498	
1518	7065	
1518	8071	
1518	8396	
1520	6363	
1520	6949	
1525	4245	
1525	6864	
1525	7944	
1525	8565	
1527	4408	
1530	10319	
1532	3030	
1532	7955	
1536	5673	
1536	8152	
1537	5251	
1537	5749	
1538	4932	
1538	8036	
1538	8121	
1539	11046	
1540	685	
1541	11818	
1543	10502	
1544	3910	
1546	3702	
1547	4119	
1551	8657	
1552	4543	
1553	8218	
1554	5772	
1558	6805	
1559	3373	
1560	9227	
1562	4224	
1562	5789	
1563	1793	
1563	9277	
1565	40	
1566	1215	
1566	5759	
1566	6093	
1567	255	
1568	6993	
1569	8065	
1573	8787	
1573	9223	
1574	6181	
1574	6735	
1574	7878	
1576	4563	
1577	6408	
1578	11921	
1579	3538	
1580	3454	
1583	10612	
1590	7052	
1591	9232	
1593	2606	
1594	5900	
1594	10293	
1595	6348	
1596	7741	
1596	9193	
1596	9403	
1597	4101	
1598	7974	
1598	11712	
1599	3139	
1599	3554	
1599	11071	
1600	11154	
1601	10610	
1602	4852	
1604	6907	
1604	10452	
1605	24	
1606	1863	
1607	2184	
1607	6061	
1610	9109	
1611	4198	
1613	2710	
1614	3633	
1615	5605	
1617	11678	
1620	1741	
1620	11080	
1622	3647	
1622	8341	
1624	9075	
1627	9675	
1631	1562	
1633	8576	
1635	1099	
1635	2741	
1636	10814	
1639	2487	
1639	5878	
1639	7693	
1640	4166	
1640	4896	
1640	7461	
1641	748	
1641	2852	
1642	11005	
1643	8212	
1647	6954	
1649	2212	
1650	7900	
1652	9097	
1654	2637	
1654	7678	
1654	11928	
1656	403	
1656	1748	
1657	3589	
1657	7625	
1659	7993	
1661	2353	
1662	2541	
1662	10604	
1663	3724	
1667	3132	
1667	3266	
1668	7019	
1669	5406	
1670	3534	
1673	8889	
1675	773	
