FLIGHTS.flno  EMPLOYEES.eid  
1291	10459	
3181	1759	
5192	6438	
4614	10423	
8144	6506	
7412	7547	
5013	4583	
7412	8162	
9842	2828	
9134	10793	
1062	6376	
4735	11582	
6939	10949	
5200	10102	
9978	9403	
4294	659	
2362	10484	
4294	9287	
2072	2141	
7362	4928	
6416	9546	
3050	1745	
11916	6763	
8813	6557	
3412	6905	
8648	203	
1458	11501	
5306	9645	
10533	8098	
1406	10473	
5411	11431	
1406	4701	
10345	8776	
7458	5045	
6438	5523	
4056	5144	
2927	11978	
6337	4151	
6337	7180	
7155	10869	
11862	13	
6399	2661	
5196	8564	
8612	2020	
5135	4377	
5203	7851	
5736	8871	
2778	6747	
180	2020	
7871	11610	
9990	11539	
469	737	
2784	9534	
2375	1998	
1373	4738	
8888	2744	
5545	8151	
1012	4691	
3112	5093	
1013	10729	
11477	11750	
9035	7508	
3112	11336	
56	3093	
384	2036	
9124	8175	
8609	6409	
1954	5045	
1954	2124	
7122	3832	
8865	5202	
5012	5253	
5906	4541	
10845	1918	
6431	3033	
6431	7109	
6431	2524	
9443	6760	
8719	21	
11834	6100	
8719	781	
9946	11956	
9937	1532	
11371	11004	
6899	5663	
10903	1037	
501	6437	
11131	9977	
10463	1268	
10463	2800	
10463	5487	
3685	9807	
10959	11869	
11163	6144	
8502	46	
11362	10879	
4649	649	
7529	7314	
7529	8975	
7529	8929	
725	8641	
4582	9809	
361	8126	
3531	1386	
10573	10143	
6690	4874	
10266	11956	
10015	9809	
9295	3029	
537	7265	
8090	9132	
3593	6860	
7429	7468	
4078	7074	
4078	5029	
310	6389	
6166	558	
310	8442	
310	4920	
3773	10303	
11217	1566	
6468	306	
2536	11198	
10501	10235	
8074	13	
9516	10258	
737	4435	
4289	6492	
8927	2333	
831	11068	
4289	8843	
8986	597	
1561	570	
10691	1341	
10686	6528	
8463	5576	
7536	10832	
8463	2750	
6756	9997	
7536	9278	
3136	3029	
5466	5520	
5869	9197	
2480	7575	
9250	11009	
4646	3819	
1931	5074	
11117	6280	
2628	829	
2636	9431	
10511	924	
3082	2813	
10940	11508	
4339	2164	
11009	11750	
11614	3459	
10898	9038	
3329	350	
7455	536	
7526	3707	
2617	730	
3797	2618	
7526	9997	
4410	5829	
1859	4920	
3061	2460	
6560	7222	
7497	5260	
6560	7180	
4269	7040	
3988	2285	
6351	2618	
11109	7489	
11109	7951	
2028	11819	
2028	1046	
2028	8479	
2028	2003	
631	10109	
1705	3803	
11424	2385	
7567	5883	
2921	2480	
6778	536	
7522	4356	
2180	9004	
794	9631	
794	7713	
2180	9325	
9858	7954	
3231	7355	
3231	7178	
3179	5520	
456	8300	
5141	7314	
8945	2848	
7284	4385	
3262	6565	
883	8344	
1387	11502	
5682	951	
9256	2023	
9256	8925	
6257	3589	
1976	10793	
10675	8877	
5889	11153	
4876	6225	
1457	2887	
3430	2124	
3365	6270	
2320	8000	
7912	7980	
1225	8151	
332	6846	
332	6747	
1884	10769	
11766	4251	
11724	909	
6822	10927	
8175	9409	
7765	1283	
6186	9746	
353	11761	
2578	1333	
11531	9755	
7697	502	
2578	1607	
9779	11265	
9779	3809	
9779	6563	
9450	9228	
7451	725	
4487	306	
6545	1222	
3491	10235	
4397	2700	
68	5886	
4196	2063	
2086	4501	
7962	5970	
7376	9931	
6444	5886	
351	4044	
8149	2322	
2660	543	
2647	5986	
5844	10730	
5844	706	
7353	3479	
66	659	
10618	1354	
1621	2688	
1621	4806	
6418	9863	
2887	10095	
8777	8377	
11582	9004	
8777	4637	
1277	10417	
4929	5470	
1277	2285	
4641	4795	
3793	9904	
3793	4395	
4720	778	
4720	7896	
373	3894	
560	1354	
1698	2549	
4264	4623	
1698	6295	
9481	3770	
7944	11575	
10975	4824	
10975	543	
6182	1525	
7462	2200	
3420	1357	
8993	10625	
8607	8490	
8607	4981	
9692	9170	
6390	9263	
4401	2504	
1318	8227	
1810	248	
1865	8974	
11704	10936	
6322	841	
1028	9807	
2781	9281	
8315	7197	
44	2626	
5569	5159	
1226	4713	
10692	9631	
10692	7713	
8343	5916	
2353	8895	
5078	8564	
3268	10730	
3268	706	
1511	10717	
7002	173	
1898	4875	
7653	11934	
7653	7203	
3337	3770	
2489	3950	
1593	10985	
2489	6204	
7698	1728	
11840	2536	
9214	7126	
9982	9132	
3249	4072	
11303	1083	
2288	7222	
3024	9755	
11574	7489	
3024	9997	
3771	7142	
4603	10675	
4603	1299	
7309	2222	
7309	9309	
11398	2286	
6402	7960	
1580	416	
196	10983	
10326	771	
497	6528	
196	5827	
8260	10374	
8260	8264	
6204	151	
6204	6515	
10295	4070	
11032	10969	
11032	10793	
6318	7425	
3667	3872	
5288	11011	
4074	5802	
4074	2642	
4074	7679	
4042	2642	
6207	7300	
6103	4624	
5458	1341	
2102	4349	
10646	4683	
10646	7354	
5173	7891	
10646	306	
4816	1386	
5229	775	
6467	6127	
10096	5436	
4816	1513	
11268	5520	
3708	111	
9334	771	
2926	4541	
